ENSEMBL Gene ID,Entrez ID,Gene Symbol,isGlycogene
ENSG00000125895,55321,TMEM74B,No
ENSG00000215595,400831,C20orf202,No
ENSG00000244588,642636,RAD21L1,No
ENSG00000101298,9751,SNPH,No
ENSG00000125775,27111,SDCBP2,No
ENSG00000274322,,RP11-314N13.10,No
ENSG00000088832,2280,FKBP1A,No
ENSG00000088833,55968,NSFL1C,No
ENSG00000196209,284759,SIRPB2,No
ENSG00000125900,128646,SIRPD,No
ENSG00000260861,,RP4-576H24.4,No
ENSG00000101307,10326,SIRPB1,No
ENSG00000089012,55423,SIRPG,No
ENSG00000198053,140885,SIRPA,No
ENSG00000101327,5173,PDYN,No
ENSG00000125834,140901,STK35,No
ENSG00000286022,,RP4-816K17.2,No
ENSG00000125780,7053,TGM3,No
ENSG00000166948,343641,TGM6,No
ENSG00000125835,6628,SNRPB,No
ENSG00000256566,,RP4-734P14.4,No
ENSG00000088876,79175,ZNF343,No
ENSG00000149488,117532,TMC2,No
ENSG00000101361,10528,NOP56,No
ENSG00000101365,3420,IDH3B,No
ENSG00000088881,57593,EBF4,No
ENSG00000088882,56265,CPXM1,No
ENSG00000241690,,RP5-860F19.8,No
ENSG00000258713,128653,C20orf141,No
ENSG00000198326,100288797,TMEM239,No
ENSG00000132635,64773,PCED1A,No
ENSG00000215305,64601,VPS16,No
ENSG00000132670,5786,PTPRA,No
ENSG00000125787,2797,GNRH2,No
ENSG00000125901,64949,MRPS26,No
ENSG00000101405,5020,OXT,No
ENSG00000101200,551,AVP,No
ENSG00000185019,22888,UBOX5,No
ENSG00000215251,60493,FASTKD5,No
ENSG00000088899,9762,LZTS3,No
ENSG00000198171,65992,DDRGK1,No
ENSG00000125877,3704,ITPA,No
ENSG00000088836,83959,SLC4A11,No
ENSG00000088854,25943,C20orf194,No
ENSG00000088812,8455,ATRN,No
ENSG00000125861,64096,GFRA4,No
ENSG00000149451,80332,ADAM33,No
ENSG00000088827,6614,SIGLEC1,No
ENSG00000132622,116835,HSPA12B,No
ENSG00000101220,54976,C20orf27,No
ENSG00000101222,25876,SPEF1,No
ENSG00000125817,1059,CENPB,No
ENSG00000101224,994,CDC25B,No
ENSG00000125843,55317,AP5S1,No
ENSG00000088888,57506,MAVS,No
ENSG00000125779,80025,PANK2,No
ENSG00000101236,11237,RNF24,No
ENSG00000088826,54498,SMOX,No
ENSG00000171873,146,ADRA1D,No
ENSG00000171867,5621,PRNP,No
ENSG00000171864,23627,PRND,No
ENSG00000101265,9770,RASSF2,No
ENSG00000089057,9962,SLC23A2,No
ENSG00000089063,29058,TMEM230,No
ENSG00000132646,5111,PCNA,No
ENSG00000101290,8760,CDS2,No
ENSG00000101292,128674,PROKR2,No
ENSG00000125772,56261,GPCPD1,No
ENSG00000171984,149840,SHLD1,No
ENSG00000089199,1114,CHGB,No
ENSG00000089195,51605,TRMT6,No
ENSG00000125885,84515,MCM8,No
ENSG00000286235,,RP5-967N21.13,No
ENSG00000088766,54675,CRLS1,No
ENSG00000125872,164312,LRRN4,No
ENSG00000101311,55612,FERMT1,No
ENSG00000125845,650,BMP2,No
ENSG00000101323,54363,HAO1,No
ENSG00000125827,56255,TMX4,No
ENSG00000182621,23236,PLCB1,No
ENSG00000101333,5332,PLCB4,No
ENSG00000125869,24141,LAMP5,No
ENSG00000101349,57144,PAK5,No
ENSG00000132623,63926,ANKEF1,No
ENSG00000132639,6616,SNAP25,No
ENSG00000125863,8195,MKKS,No
ENSG00000285508,8195,RP5-931K24.3,No
ENSG00000285723,8195,RP5-931K24.4,No
ENSG00000149346,128710,SLX4IP,No
ENSG00000101384,182,JAG1,No
ENSG00000132640,22903,BTBD3,No
ENSG00000172296,55304,SPTLC3,No
ENSG00000101230,140862,ISM1,No
ENSG00000089123,55617,TASP1,No
ENSG00000089048,51575,ESF1,No
ENSG00000101247,79133,NDUFAF5,No
ENSG00000101251,80343,SEL1L2,No
ENSG00000172264,140733,MACROD2,No
ENSG00000125848,23767,FLRT3,No
ENSG00000089177,55614,KIF16B,No
ENSG00000125870,6629,SNRPB2,No
ENSG00000125879,56914,OTOR,No
ENSG00000125851,5126,PCSK2,No
ENSG00000125864,631,BFSP1,No
ENSG00000125868,11034,DSTN,No
ENSG00000125844,6238,RRBP1,No
ENSG00000125888,140836,BANF2,No
ENSG00000089006,27131,SNX5,No
ENSG00000125850,58495,OVOL2,No
ENSG00000125871,92667,MGME1,No
ENSG00000232838,100303755,PET117,No
ENSG00000149474,57325,KAT14,No
ENSG00000125846,7692,ZNF133,No
ENSG00000089091,55184,DZANK1,No
ENSG00000132664,10621,POLR3F,No
ENSG00000089050,10741,RBBP9,No
ENSG00000101310,10483,SEC23B,No
ENSG00000232388,388789,SMIM26,No
ENSG00000284776,,RP11-555E18.2,No
ENSG00000125821,92675,DTD1,No
ENSG00000132631,140856,SCP2D1,No
ENSG00000185052,57419,SLC24A3,No
ENSG00000132669,54453,RIN2,No
ENSG00000173418,51126,NAA20,No
ENSG00000101343,51340,CRNKL1,No
ENSG00000089101,26074,CFAP61,No
ENSG00000173404,3642,INSM1,No
ENSG00000188559,57186,RALGAPA2,No
ENSG00000088970,55857,KIZ,No
ENSG00000088930,22803,XRN2,No
ENSG00000125816,644524,NKX2-4,No
ENSG00000125820,4821,NKX2-2,No
ENSG00000125813,5075,PAX1,No
ENSG00000125798,3170,FOXA2,No
ENSG00000132671,6754,SSTR4,No
ENSG00000178726,7056,THBD,No
ENSG00000125810,22918,CD93,No
ENSG00000132661,29107,NXT1,No
ENSG00000125812,64412,GZF1,No
ENSG00000125814,63908,NAPB,No
ENSG00000125823,128817,CSTL1,No
ENSG00000125831,140880,CST11,No
ENSG00000125815,10047,CST8,No
ENSG00000101435,128821,CST9L,No
ENSG00000173335,128822,CST9,No
ENSG00000101439,1471,CST3,No
ENSG00000101441,1472,CST4,No
ENSG00000170373,1469,CST1,No
ENSG00000170369,1470,CST2,No
ENSG00000170367,1473,CST5,No
ENSG00000149435,92086,GGTLC1,No
ENSG00000101463,79953,SYNDIG1,No
ENSG00000077984,8530,CST7,No
ENSG00000101474,57136,APMAP,No
ENSG00000154930,84532,ACSS1,No
ENSG00000100987,30813,VSX1,No
ENSG00000197586,955,ENTPD6,No
ENSG00000100994,5834,PYGB,No
ENSG00000100997,26090,ABHD12,No
ENSG00000101003,9837,GINS1,No
ENSG00000101004,22981,NINL,No
ENSG00000170191,140838,NANP,No
ENSG00000130684,26152,ZNF337,No
ENSG00000215547,245929,DEFB115,No
ENSG00000215545,245930,DEFB116,No
ENSG00000131068,117285,DEFB118,No
ENSG00000180483,245932,DEFB119,No
ENSG00000204548,245934,DEFB121,No
ENSG00000180424,245936,DEFB123,No
ENSG00000180383,245937,DEFB124,No
ENSG00000088320,28954,REM1,No
ENSG00000101294,81502,HM13,No
ENSG00000101898,100101490,MCTS2P,No
ENSG00000125968,3397,ID1,No
ENSG00000131055,84701,COX4I2,No
ENSG00000171552,598,BCL2L1,No
ENSG00000088325,22974,TPX2,No
ENSG00000101306,85366,MYLK2,No
ENSG00000179772,2307,FOXS1,No
ENSG00000149599,128853,DUSP15,No
ENSG00000131044,164395,TTLL9,No
ENSG00000088356,81572,PDRG1,No
ENSG00000260903,343702,XKR7,No
ENSG00000101331,140706,CCM2L,No
ENSG00000101336,3055,HCK,No
ENSG00000101337,9777,TM9SF4,No
ENSG00000126003,5326,PLAGL2,No
ENSG00000101346,23509,POFUT1,Yes
ENSG00000101350,9371,KIF3B,No
ENSG00000171456,171023,ASXL1,No
ENSG00000197183,140688,NOL4L,No
ENSG00000198547,284805,C20orf203,No
ENSG00000285382,,RP11-503P21.4,No
ENSG00000149600,149951,COMMD7,No
ENSG00000088305,1789,DNMT3B,No
ENSG00000101367,22919,MAPRE1,No
ENSG00000215529,388795,EFCAB8,No
ENSG00000167098,140732,SUN5,No
ENSG00000078898,80341,BPIFB2,No
ENSG00000167104,128859,BPIFB6,No
ENSG00000186190,359710,BPIFB3,No
ENSG00000186191,149954,BPIFB4,No
ENSG00000131050,140683,BPIFA2,No
ENSG00000131059,128861,BPIFA3,No
ENSG00000198183,51297,BPIFA1,No
ENSG00000125999,92747,BPIFB1,No
ENSG00000101391,51654,CDK5RAP1,No
ENSG00000101400,6640,SNTA1,No
ENSG00000078699,9139,CBFA2T2,No
ENSG00000125967,63941,NECAB3,No
ENSG00000149609,128864,C20orf144,No
ENSG00000101412,1869,E2F1,No
ENSG00000101417,11264,PXMP4,No
ENSG00000131061,84905,ZNF341,No
ENSG00000101421,128866,CHMP4B,No
ENSG00000125970,22913,RALY,No
ENSG00000125977,8894,EIF2S2,No
ENSG00000101440,434,ASIP,No
ENSG00000101444,191,AHCY,No
ENSG00000078747,83737,ITCH,No
ENSG00000125971,83658,DYNLRB1,No
ENSG00000101460,84557,MAP1LC3A,No
ENSG00000101464,128869,PIGU,Yes
ENSG00000198646,23054,NCOA6,No
ENSG00000078804,58476,TP53INP2,No
ENSG00000131067,2686,GGT7,No
ENSG00000131069,55902,ACSS2,No
ENSG00000100983,2937,GSS,No
ENSG00000078814,57644,MYH7B,No
ENSG00000100991,26133,TRPC4AP,No
ENSG00000088298,55741,EDEM2,Yes
ENSG00000101000,10544,PROCR,No
ENSG00000126005,101410538,MMP24OS,No
ENSG00000125966,10893,MMP24,No
ENSG00000261582,,RP4-614O4.11,No
ENSG00000242372,3692,EIF6,No
ENSG00000125998,128876,FAM83C,No
ENSG00000101019,55245,UQCC1,No
ENSG00000125965,8200,GDF5,No
ENSG00000126001,11190,CEP250,No
ENSG00000125975,140873,C20orf173,No
ENSG00000125991,51614,ERGIC3,No
ENSG00000061656,6676,SPAG4,No
ENSG00000214078,8904,CPNE1,No
ENSG00000272897,,RP1-309K20.6,No
ENSG00000244462,10137,RBM12,No
ENSG00000244005,9054,NFS1,No
ENSG00000125995,140823,ROMO1,No
ENSG00000131051,9584,RBM39,No
ENSG00000025293,51230,PHF20,No
ENSG00000171222,51282,SCAND1,No
ENSG00000149646,140894,CNBD2,No
ENSG00000088367,2036,EPB41L1,No
ENSG00000131043,25980,AAR2,No
ENSG00000080845,22839,DLGAP4,No
ENSG00000101335,10398,MYL9,No
ENSG00000118707,60436,TGIF2,No
ENSG00000259399,100527943,TGIF2-RAB5IF,No
ENSG00000101084,55969,RAB5IF,No
ENSG00000101082,84174,SLA2,No
ENSG00000101079,57446,NDRG3,No
ENSG00000149636,79980,DSN1,No
ENSG00000149639,140710,SOGA1,No
ENSG00000101342,140711,TLDC2,No
ENSG00000101347,25939,SAMHD1,No
ENSG00000080839,5933,RBL1,No
ENSG00000101353,140699,MROH8,No
ENSG00000118705,6185,RPN2,Yes
ENSG00000118702,2691,GHRH,No
ENSG00000101363,63905,MANBAL,No
ENSG00000197122,6714,SRC,No
ENSG00000166619,10904,BLCAP,No
ENSG00000053438,4826,NNAT,No
ENSG00000132792,56259,CTNNBL1,No
ENSG00000132821,128434,VSTM2L,No
ENSG00000101407,9675,TTI1,No
ENSG00000101413,58490,RPRD1B,No
ENSG00000198959,7052,TGM2,No
ENSG00000149633,85449,KIAA1755,No
ENSG00000101425,671,BPI,No
ENSG00000129988,3929,LBP,No
ENSG00000170471,57148,RALGAPB,No
ENSG00000182035,149685,ADIG,No
ENSG00000124143,343578,ARHGAP40,No
ENSG00000101438,140679,SLC32A1,No
ENSG00000101442,79913,ACTR5,No
ENSG00000101445,26051,PPP1R16B,No
ENSG00000101447,81610,FAM83D,No
ENSG00000101452,60625,DHX35,No
ENSG00000204103,9935,MAFB,No
ENSG00000198900,7150,TOP1,No
ENSG00000124181,5335,PLCG1,No
ENSG00000174306,23051,ZHX3,No
ENSG00000132793,64900,LPIN3,No
ENSG00000183798,90187,EMILIN3,No
ENSG00000124177,84181,CHD6,No
ENSG00000196090,11122,PTPRT,No
ENSG00000124193,6431,SRSF6,No
ENSG00000185513,26013,L3MBTL1,No
ENSG00000277611,,RP1-138B7.6,No
ENSG00000101049,10110,SGK2,No
ENSG00000101052,51098,IFT52,No
ENSG00000101057,4605,MYBL2,No
ENSG00000124196,149699,GTSF1L,No
ENSG00000124191,84969,TOX2,No
ENSG00000149596,57158,JPH2,No
ENSG00000132823,51526,OSER1,No
ENSG00000124194,78997,GDAP1L1,No
ENSG00000197296,128486,FITM2,No
ENSG00000101074,140902,R3HDML,No
ENSG00000101076,3172,HNF4A,No
ENSG00000124120,79183,TTPAL,No
ENSG00000132824,10955,SERINC3,No
ENSG00000168734,11142,PKIG,No
ENSG00000196839,100,ADA,No
ENSG00000064205,8839,CCN5,No
ENSG00000124249,60598,KCNK15,No
ENSG00000101098,140730,RIMS4,No
ENSG00000166913,7529,YWHAB,No
ENSG00000101104,80336,PABPC1L,No
ENSG00000025772,10953,TOMM34,No
ENSG00000101109,6789,STK4,No
ENSG00000124134,3787,KCNS1,No
ENSG00000175121,149708,WFDC5,No
ENSG00000168703,128488,WFDC12,No
ENSG00000124102,5266,PI3,No
ENSG00000124233,6406,SEMG1,No
ENSG00000124157,6407,SEMG2,No
ENSG00000124107,6590,SLPI,No
ENSG00000124159,8785,MATN4,No
ENSG00000124232,11317,RBPJL,No
ENSG00000124145,6385,SDC4,No
ENSG00000204070,90196,SYS1,No
ENSG00000254806,,SYS1-DBNDD2,No
ENSG00000124251,27296,TP53TG5,No
ENSG00000244274,55861,DBNDD2,No
ENSG00000124155,51604,PIGT,Yes
ENSG00000101443,10406,WFDC2,No
ENSG00000101446,10816,SPINT3,No
ENSG00000243543,140870,WFDC6,No
ENSG00000249139,100526773,EPPIN-WFDC6,No
ENSG00000101448,57119,EPPIN,No
ENSG00000158901,90199,WFDC8,No
ENSG00000180205,259240,WFDC9,No
ENSG00000180305,140832,WFDC10A,No
ENSG00000180083,259239,WFDC11,No
ENSG00000182931,280664,WFDC10B,No
ENSG00000168634,164237,WFDC13,No
ENSG00000149651,391253,SPINT4,No
ENSG00000124116,140686,WFDC3,No
ENSG00000101457,116092,DNTTIP1,No
ENSG00000175063,11065,UBE2C,No
ENSG00000101470,7125,TNNC2,No
ENSG00000124104,90203,SNX21,No
ENSG00000101473,10005,ACOT8,No
ENSG00000132801,140831,ZSWIM3,No
ENSG00000168612,90204,ZSWIM1,No
ENSG00000149634,128497,SPATA25,No
ENSG00000124257,140825,NEURL2,No
ENSG00000064601,5476,CTSA,No
ENSG00000100979,5360,PLTP,No
ENSG00000100982,63935,PCIF1,No
ENSG00000198026,63925,ZNF335,No
ENSG00000100985,4318,MMP9,No
ENSG00000124140,57468,SLC12A5,No
ENSG00000124160,57727,NCOA5,No
ENSG00000101017,958,CD40,No
ENSG00000149654,64405,CDH22,No
ENSG00000080189,51006,SLC35C2,No
ENSG00000062598,63916,ELMO2,No
ENSG00000198185,55713,ZNF334,No
ENSG00000149635,128506,OCSTAMP,No
ENSG00000158296,64849,SLC13A3,No
ENSG00000172315,112858,TP53RK,No
ENSG00000197496,81031,SLC2A10,Yes
ENSG00000064655,2139,EYA2,No
ENSG00000101040,23613,ZMYND8,No
ENSG00000124151,8202,NCOA3,No
ENSG00000196562,55959,SULF2,Yes
ENSG00000124126,57580,PREX1,No
ENSG00000124198,10564,ARFGEF2,No
ENSG00000124207,1434,CSE1L,No
ENSG00000124214,6780,STAU1,No
ENSG00000124228,55661,DDX27,No
ENSG00000124201,57169,ZNFX1,No
ENSG00000158445,3745,KCNB1,No
ENSG00000124212,5740,PTGIS,No
ENSG00000158470,9334,B4GALT5,Yes
ENSG00000197818,23315,SLC9A8,No
ENSG00000158480,9825,SPATA2,No
ENSG00000124226,55905,RNF114,No
ENSG00000124216,6615,SNAI1,No
ENSG00000244687,7335,UBE2V1,No
ENSG00000124208,387522,PEDS1-UBE2V1,No
ENSG00000240849,387521,PEDS1,No
ENSG00000172216,1051,CEBPB,No
ENSG00000196396,5770,PTPN1,No
ENSG00000042062,140876,RIPOR3,No
ENSG00000124171,84612,PARD6B,No
ENSG00000124243,55653,BCAS4,No
ENSG00000101126,23394,ADNP,No
ENSG00000000419,8813,DPM1,Yes
ENSG00000124217,27304,MOCS3,No
ENSG00000026559,3755,KCNG1,No
ENSG00000101096,4773,NFATC2,No
ENSG00000054793,10079,ATP9A,No
ENSG00000101115,57167,SALL4,No
ENSG00000020256,55734,ZFP64,No
ENSG00000182463,128553,TSHZ2,No
ENSG00000171940,7764,ZNF217,No
ENSG00000064787,8537,BCAS1,No
ENSG00000019186,1591,CYP24A1,No
ENSG00000101132,5203,PFDN4,No
ENSG00000101134,55816,DOK5,No
ENSG00000054803,140689,CBLN4,No
ENSG00000124089,4159,MC3R,No
ENSG00000124098,116151,FAM210B,No
ENSG00000087586,6790,AURKA,No
ENSG00000101138,1477,CSTF1,No
ENSG00000087589,57091,CASS4,No
ENSG00000022277,51507,RTF2,No
ENSG00000124091,140687,GCNT7,No
ENSG00000124103,200232,FAM209A,No
ENSG00000213714,388799,FAM209B,No
ENSG00000087510,7022,TFAP2C,No
ENSG00000101144,655,BMP7,No
ENSG00000054796,23626,SPO11,No
ENSG00000101146,8480,RAE1,No
ENSG00000132819,55544,RBM38,No
ENSG00000124097,,HMGB1P1,No
ENSG00000124092,140690,CTCFL,No
ENSG00000124253,5105,PCK1,No
ENSG00000124256,81030,ZBP1,No
ENSG00000124225,56937,PMEPA1,No
ENSG00000124237,128602,C20orf85,No
ENSG00000124227,140731,ANKRD60,No
ENSG00000124209,57403,RAB22A,No
ENSG00000124164,9217,VAPB,No
ENSG00000198768,164284,APCDD1L,No
ENSG00000124222,8675,STX16,No
ENSG00000254995,,STX16-NPEPL1,No
ENSG00000215440,79716,NPEPL1,No
ENSG00000087460,2778,GNAS,No
ENSG00000101158,51497,NELFCD,No
ENSG00000101160,1522,CTSZ,No
ENSG00000101162,81027,TUBB1,No
ENSG00000124172,514,ATP5F1E,No
ENSG00000101166,51012,PRELID3B,No
ENSG00000124203,128611,ZNF831,No
ENSG00000124205,1908,EDN3,No
ENSG00000087495,116154,PHACTR3,No
ENSG00000196074,10388,SYCP2,No
ENSG00000196227,63939,FAM217B,No
ENSG00000132825,5509,PPP1R3D,No
ENSG00000124215,60437,CDH26,No
ENSG00000179242,1002,CDH4,No
ENSG00000130699,6874,TAF4,No
ENSG00000149657,149986,LSM14B,No
ENSG00000101182,5688,PSMA7,No
ENSG00000184402,26039,SS18L1,No
ENSG00000101181,26164,MTG2,No
ENSG00000101180,11255,HRH3,No
ENSG00000130703,9885,OSBPL2,No
ENSG00000130706,11047,ADRM1,No
ENSG00000130702,3911,LAMA5,No
ENSG00000171858,6227,RPS21,No
ENSG00000149679,81928,CABLES2,No
ENSG00000130701,140893,RBBP8NL,No
ENSG00000130700,140628,GATA5,No
ENSG00000101187,28231,SLCO4A1,No
ENSG00000101188,4923,NTSR1,No
ENSG00000101189,55257,MRGBP,No
ENSG00000060491,11054,OGFR,No
ENSG00000092758,1299,COL9A3,No
ENSG00000101190,10732,TCFL5,No
ENSG00000101191,11083,DIDO1,No
ENSG00000101193,54994,GID8,No
ENSG00000101194,63910,SLC17A9,No
ENSG00000125533,128408,BHLHE23,No
ENSG00000149658,54915,YTHDF1,No
ENSG00000101197,79444,BIRC7,No
ENSG00000101198,128414,NKAIN4,No
ENSG00000101199,55738,ARFGAP1,No
ENSG00000101203,57642,COL20A1,No
ENSG00000101204,1137,CHRNA4,No
ENSG00000075043,3785,KCNQ2,No
ENSG00000101210,1917,EEF1A2,No
ENSG00000125534,79144,PPDPF,No
ENSG00000101213,5753,PTK6,No
ENSG00000125508,6725,SRMS,No
ENSG00000125531,79025,FNDC11,No
ENSG00000130589,85441,HELZ2,No
ENSG00000101216,26205,GMEB2,No
ENSG00000197457,50861,STMN3,No
ENSG00000258366,51750,RTEL1,No
ENSG00000026036,,RTEL1-TNFRSF6B,No
ENSG00000243509,8771,TNFRSF6B,No
ENSG00000101246,10139,ARFRP1,No
ENSG00000197114,84619,ZGPAT,No
ENSG00000273154,,RP4-583P15.15,No
ENSG00000203896,54923,LIME1,No
ENSG00000273047,,RP4-583P15.14,No
ENSG00000125520,56731,SLC2A4RG,No
ENSG00000130584,140685,ZBTB46,No
ENSG00000183260,140701,ABHD16B,No
ENSG00000101150,7165,TPD52L2,No
ENSG00000101152,80331,DNAJC5,No
ENSG00000198276,54963,UCKL1,No
ENSG00000196700,57473,ZNF512B,No
ENSG00000130590,140700,SAMD10,No
ENSG00000101161,24148,PRPF6,No
ENSG00000196421,284739,C20orf204,No
ENSG00000203883,54345,SOX18,No
ENSG00000171703,6919,TCEA2,No
ENSG00000171700,10287,RGS19,No
ENSG00000125510,4987,OPRL1,No
ENSG00000171695,198437,LKAAEAR1,No
ENSG00000196132,4661,MYT1,No
ENSG00000125522,2832,NPBWR2,No
ENSG00000203880,55251,PCMTD2,No
ENSG00000274391,7179,TPTE,No
ENSG00000166351,317754,POTED,No
ENSG00000188992,149998,LIPI,No
ENSG00000185272,54033,RBM11,No
ENSG00000155304,6782,HSPA13,No
ENSG00000155307,64092,SAMSN1,No
ENSG00000180530,8204,NRIP1,No
ENSG00000155313,29761,USP25,No
ENSG00000154639,1525,CXADR,No
ENSG00000154640,10950,BTG3,No
ENSG00000154642,54149,C21orf91,No
ENSG00000154645,140578,CHODL,No
ENSG00000154646,5651,TMPRSS15,No
ENSG00000154654,4685,NCAM2,No
ENSG00000154719,54148,MRPL39,No
ENSG00000154721,58494,JAM2,No
ENSG00000154723,522,ATP5PF,No
ENSG00000154727,2551,GABPA,No
ENSG00000142192,351,APP,No
ENSG00000166265,116159,CYYR1,No
ENSG00000154734,9510,ADAMTS1,No
ENSG00000154736,11096,ADAMTS5,No
ENSG00000156239,29104,N6AMT1,No
ENSG00000198862,26046,LTN1,No
ENSG00000156253,10069,RWDD2B,No
ENSG00000156256,10600,USP16,No
ENSG00000156261,10694,CCT8,No
ENSG00000156265,56911,MAP3K7CL,No
ENSG00000156273,571,BACH1,No
ENSG00000171189,2897,GRIK1,No
ENSG00000156282,26285,CLDN17,No
ENSG00000156284,9073,CLDN8,No
ENSG00000188694,643803,KRTAP24-1,No
ENSG00000232263,100131902,KRTAP25-1,No
ENSG00000197683,388818,KRTAP26-1,No
ENSG00000206107,643812,KRTAP27-1,No
ENSG00000186980,337963,KRTAP23-1,No
ENSG00000182816,337959,KRTAP13-2,No
ENSG00000198390,140258,KRTAP13-1,No
ENSG00000240432,337960,KRTAP13-3,No
ENSG00000186971,284827,KRTAP13-4,No
ENSG00000186970,254950,KRTAP15-1,No
ENSG00000184351,337882,KRTAP19-1,No
ENSG00000186965,337969,KRTAP19-2,No
ENSG00000244025,337970,KRTAP19-3,No
ENSG00000186967,337971,KRTAP19-4,No
ENSG00000186977,337972,KRTAP19-5,No
ENSG00000186925,337973,KRTAP19-6,No
ENSG00000244362,337974,KRTAP19-7,No
ENSG00000206106,100288287,KRTAP22-2,No
ENSG00000212938,337968,KRTAP6-3,No
ENSG00000186930,337967,KRTAP6-2,No
ENSG00000186924,337979,KRTAP22-1,No
ENSG00000184724,337966,KRTAP6-1,No
ENSG00000244624,337975,KRTAP20-1,No
ENSG00000206105,100151643,KRTAP20-4,No
ENSG00000184032,337976,KRTAP20-2,No
ENSG00000206104,337985,KRTAP20-3,No
ENSG00000231068,100288323,KRTAP21-3,No
ENSG00000187026,337978,KRTAP21-2,No
ENSG00000187005,337977,KRTAP21-1,No
ENSG00000183640,337879,KRTAP8-1,No
ENSG00000274749,337878,KRTAP7-1,No
ENSG00000182591,337880,KRTAP11-1,No
ENSG00000206102,728299,KRTAP19-8,No
ENSG00000156299,7074,TIAM1,No
ENSG00000142168,6647,SOD1,No
ENSG00000156304,57466,SCAF4,No
ENSG00000142149,30811,HUNK,No
ENSG00000159055,54069,MIS18A,No
ENSG00000170262,56246,MRAP,No
ENSG00000142207,9875,URB1,No
ENSG00000166979,59271,EVA1C,No
ENSG00000242220,140290,TCP10L,No
ENSG00000265590,110091775,CFAP298-TCP10L,No
ENSG00000159079,56683,CFAP298,No
ENSG00000159082,8867,SYNJ1,No
ENSG00000159086,94104,PAXBP1,No
ENSG00000205929,56245,C21orf62,No
ENSG00000205927,10215,OLIG2,No
ENSG00000184221,116448,OLIG1,No
ENSG00000159110,3455,IFNAR2,No
ENSG00000249624,,AP000295.9,No
ENSG00000243646,3588,IL10RB,No
ENSG00000142166,3454,IFNAR1,No
ENSG00000159128,3460,IFNGR2,No
ENSG00000142188,757,TMEM50B,No
ENSG00000177692,54943,DNAJC28,No
ENSG00000159131,2618,GART,No
ENSG00000159140,6651,SON,No
ENSG00000159147,29980,DONSON,No
ENSG00000249209,,AP000304.12,No
ENSG00000205758,9946,CRYZL1,No
ENSG00000205726,6453,ITSN1,No
ENSG00000241837,539,ATP5PO,No
ENSG00000243927,64968,MRPS6,No
ENSG00000198743,6526,SLC5A3,No
ENSG00000159197,9992,KCNE2,No
ENSG00000205670,54065,SMIM11A,No
ENSG00000222018,101928147,FAM243A,No
ENSG00000243627,388820,SMIM34A,No
ENSG00000180509,3753,KCNE1,No
ENSG00000159200,1827,RCAN1,No
ENSG00000159212,54102,CLIC6,No
ENSG00000159216,861,RUNX1,No
ENSG00000185917,54093,SETD4,No
ENSG00000159228,873,CBR1,No
ENSG00000159231,874,CBR3,No
ENSG00000142197,9980,DOP1B,No
ENSG00000159256,23515,MORC3,No
ENSG00000159259,8208,CHAF1B,No
ENSG00000159261,23562,CLDN14,No
ENSG00000159263,6493,SIM2,No
ENSG00000159267,3141,HLCS,No
ENSG00000183145,53820,RIPPLY3,No
ENSG00000185808,51227,PIGP,Yes
ENSG00000182670,7267,TTC3,No
ENSG00000157538,10311,VPS26C,No
ENSG00000157540,1859,DYRK1A,No
ENSG00000157542,3763,KCNJ6,No
ENSG00000157551,3772,KCNJ15,No
ENSG00000157554,2078,ERG,No
ENSG00000157557,2114,ETS2,No
ENSG00000183527,8624,PSMG1,No
ENSG00000185658,54014,BRWD1,No
ENSG00000205581,3150,HMGN1,No
ENSG00000182093,7485,GET1,No
ENSG00000285815,106865373,GET1-SH3BGR,No
ENSG00000157578,150082,LCA5L,No
ENSG00000185437,6450,SH3BGR,No
ENSG00000183778,10317,B3GALT5,Yes
ENSG00000183067,150084,IGSF5,No
ENSG00000183036,5121,PCP4,No
ENSG00000171587,1826,DSCAM,No
ENSG00000182240,25825,BACE2,No
ENSG00000183844,54097,FAM3B,No
ENSG00000183486,4600,MX2,No
ENSG00000157601,4599,MX1,No
ENSG00000184012,7113,TMPRSS2,No
ENSG00000183421,54101,RIPK4,No
ENSG00000141956,63977,PRDM15,No
ENSG00000157617,25966,C2CD2,No
ENSG00000173276,49854,ZBTB21,No
ENSG00000177398,89766,UMODL1,No
ENSG00000160179,9619,ABCG1,No
ENSG00000160180,7033,TFF3,No
ENSG00000160181,7032,TFF2,No
ENSG00000160182,7031,TFF1,No
ENSG00000160183,64699,TMPRSS3,No
ENSG00000160185,53347,UBASH3A,No
ENSG00000160188,89765,RSPH1,No
ENSG00000160190,54020,SLC37A1,No
ENSG00000160191,5152,PDE9A,No
ENSG00000160193,10785,WDR4,No
ENSG00000160194,4731,NDUFV3,No
ENSG00000233056,90625,ERVH48-1,No
ENSG00000160199,5316,PKNOX1,No
ENSG00000160200,875,CBS,No
ENSG00000160201,7307,U2AF1,No
ENSG00000160202,1409,CRYAA,No
ENSG00000142178,150094,SIK1,No
ENSG00000160207,11077,HSF2BP,No
ENSG00000234289,54145,H2BS1,No
ENSG00000160208,23076,RRP1B,No
ENSG00000160209,8566,PDXK,No
ENSG00000160213,1476,CSTB,No
ENSG00000160214,8568,RRP1,No
ENSG00000160216,56894,AGPAT3,No
ENSG00000160218,7109,TRAPPC10,No
ENSG00000241945,5822,PWP2,No
ENSG00000160221,8209,GATD3A,No
